posteam,week,defteam,o_epa,n,d_adj,per_play_eff,total_performance
TB,8,NYG,-0.008826551,69,0.022393255,-0.031219806,-2.154166635
TB,9,NO,-0.47990367,34,-0.092156834,-0.387746836,-13.18339243
TB,10,CAR,0.287574515,73,0.014581686,0.272992829,19.92847652
TB,11,LA,-0.132186442,70,-0.127688653,-0.00449779,-0.314845272
TB,12,KC,0.095423574,58,0.00040596,0.095017615,5.511021663
TB,14,MIN,0.133222574,45,0.010831387,0.122391187,5.507603418
TB,15,ATL,0.161696542,66,1.6072E-05,0.16168047,10.67091104
TB,16,DET,0.543786904,51,0.115457499,0.428329405,21.84479965
TB,17,ATL,0.371416367,61,-0.014069316,0.385485683,23.51462665
TB,18,WAS,0.164144503,71,-0.061244907,0.22538941,16.00264813
TB,19,NO,-0.043099093,70,-0.107574644,0.064475551,4.513288599
TB,20,GB,0.125073205,62,-0.026490323,0.151563527,9.396938703
TB,21,KC,0.133322194,51,-0.000176964,0.133499158,6.808457072
TEN,1,DEN,0.020713262,84,-0.05924541,0.079958672,6.71652841
TEN,2,JAX,0.175340087,64,0.094415989,0.080924099,5.179142311
TEN,3,MIN,-0.03854802,74,0.027016499,-0.065564519,-4.851774403
TEN,5,BUF,0.113254138,59,-0.00468915,0.117943289,6.958654022
TEN,6,HOU,0.387320002,78,0.062018579,0.325301423,25.37351099
TEN,7,PIT,-0.031879994,59,-0.09767705,0.065797056,3.882026288
TEN,8,CIN,0.210630985,60,0.045519924,0.165111062,9.906663703
TEN,9,CHI,-0.11360042,52,-0.038841849,-0.074758571,-3.88744569
TEN,10,IND,-0.077268992,58,-0.024563516,-0.052705476,-3.056917579
TEN,11,BAL,0.108865594,70,-0.068029577,0.17689517,12.38266192
TEN,12,IND,0.235630618,68,-0.04812592,0.283756538,19.29544457
TEN,13,CLE,-0.00666647,51,0.080241568,-0.086908039,-4.43230998
TEN,14,JAX,0.176795563,51,0.092718971,0.084076592,4.287906194
TEN,15,DET,0.358444716,60,0.123972658,0.234472058,14.0683235
TEN,16,GB,-0.014385213,53,-0.015374068,0.000988855,0.052409309
TEN,17,HOU,0.207058688,73,0.076609411,0.130449276,9.522797183
TEN,18,BAL,-0.188987584,49,-0.049060759,-0.139926825,-6.85641441
WAS,1,PHI,-0.203936207,67,0.011262128,-0.215198335,-14.41828844
WAS,2,ARI,-0.176656642,60,0.004904389,-0.181561031,-10.89366188
WAS,3,CLE,-0.028986497,61,0.070604267,-0.099590764,-6.075036625
WAS,4,BAL,-0.059384435,64,-0.065018737,0.005634302,0.360595324
WAS,5,LA,-0.471532486,45,-0.1256931,-0.345839386,-15.56277237
WAS,6,NYG,0.03430691,75,0.007528183,0.026778727,2.008404516
WAS,7,DAL,0.111916978,57,0.071010723,0.040906254,2.331656491
WAS,9,NYG,0.027462925,56,0.007051117,0.020411808,1.143061247
WAS,10,DET,0.091777128,91,0.128869647,-0.037092519,-3.375419205
WAS,11,CIN,-0.068506487,58,0.050797461,-0.119303948,-6.919628991
WAS,12,DAL,0.05413318,65,0.074719232,-0.020586051,-1.338093319
WAS,13,PIT,-0.149530861,75,-0.105443972,-0.044086889,-3.306516701
WAS,14,SF,-0.367001898,62,-0.034322679,-0.332679219,-20.62611157
WAS,15,SEA,-0.08367312,80,-0.007824456,-0.075848664,-6.067893143
WAS,16,CAR,-0.219823364,63,0.040224468,-0.260047832,-16.38301339
WAS,17,PHI,-0.181337416,64,0.006874215,-0.188211631,-12.04554441
WAS,18,TB,-0.048001105,71,-0.05224499,0.004243885,0.301315831
