"posteam","season","week","defteam","time_between_plays","expected_tbp"
"CHI",2019,3,"WAS",37,33.9201420566788
"CHI",2019,3,"WAS",36,33.5095797849157
"CHI",2019,3,"WAS",6,29.7511867246441
"CHI",2019,3,"WAS",5,31.8512249722303
"CHI",2019,3,"WAS",36,32.2547795219955
"CHI",2019,3,"WAS",42,31.4640703462892
"CHI",2019,3,"WAS",5,28.7685273369127
"CHI",2019,3,"WAS",33,36.6820520375679
"CHI",2019,3,"WAS",30,32.3305979601655
"CHI",2019,3,"WAS",30,33.2674340480777
"CHI",2019,3,"WAS",47,32.0728863150062
"WAS",2019,3,"CHI",26,23.2564278002948
"CHI",2019,3,"WAS",36,32.8869213994816
"CHI",2019,3,"WAS",6,30.0485326676148
"WAS",2019,3,"CHI",22,29.4226112450044
"CHI",2019,3,"WAS",38,30.4762202272874
"CHI",2019,3,"WAS",34,31.2990278072987
"CHI",2019,3,"WAS",46,35.0185656548574
"CHI",2019,3,"WAS",39,36.3138993210032
"CHI",2019,3,"WAS",29,17.352623513568
"CHI",2019,3,"WAS",41,18.1612020006603
"CHI",2019,3,"WAS",3,14.4662193376564
"CHI",2019,3,"WAS",6,10.3902492214764
"CHI",2019,3,"WAS",21,12.0563419971673
"WAS",2019,3,"CHI",5,15.3658800034076
"WAS",2019,3,"CHI",5,11.9829933167862
"WAS",2019,3,"CHI",9,14.1473461912271
"WAS",2019,3,"CHI",7,9.89094910204062
"WAS",2019,3,"CHI",38,29.6004205693467
"WAS",2019,3,"CHI",22,27.32587325674
"WAS",2019,3,"CHI",38,29.9005176005508
"WAS",2019,3,"CHI",41,27.8313656795198
"WAS",2019,3,"CHI",31,29.6271755009147
"WAS",2019,3,"CHI",3,25.0625073906769
"WAS",2019,3,"CHI",38,28.7185476849735
"WAS",2019,3,"CHI",42,27.5172154075979
"WAS",2019,3,"CHI",39,29.540508387197
"WAS",2019,3,"CHI",25,30.3734511293287
"WAS",2019,3,"CHI",34,28.2782035497753
"CHI",2019,3,"WAS",28,31.5488277663455
"CHI",2019,3,"WAS",8,29.8320804350631
"CHI",2019,3,"WAS",17,39.2474753312136
"CHI",2019,3,"WAS",31,33.9961178819475
"CHI",2019,3,"WAS",36,29.8526774013778
"CHI",2019,3,"WAS",46,34.8135484937543
"CHI",2019,3,"WAS",30,35.6840662702181
"WAS",2019,3,"CHI",36,31.4827104730963
"WAS",2019,3,"CHI",26,38.0162268157206
"WAS",2019,3,"CHI",27,26.3799146521685
"WAS",2019,3,"CHI",27,30.1261461451894
"WAS",2019,3,"CHI",15,25.6249554199601
"WAS",2019,3,"CHI",37,30.0723338327854
"WAS",2019,3,"CHI",5,27.4686189046818
"WAS",2019,3,"CHI",29,29.5658192192551
"WAS",2019,3,"CHI",3,24.1253642744997
"WAS",2019,3,"CHI",34,24.9361324959648
"WAS",2019,3,"CHI",39,22.9897201303251
"CHI",2019,3,"WAS",41,31.8928657925146
"CHI",2019,3,"WAS",45,32.2324111029589
"WAS",2019,3,"CHI",36,21.9691406446875
"WAS",2019,3,"CHI",32,32.5202732811147
"WAS",2019,3,"CHI",3,26.2490535807863
"WAS",2019,3,"CHI",27,26.3773046316285
"WAS",2019,3,"CHI",7,24.3910249405985
"WAS",2019,3,"CHI",36,28.1788602667635
"WAS",2019,3,"CHI",26,29.084746601532
"WAS",2019,3,"CHI",28,31.2908069695837
"WAS",2019,3,"CHI",27,27.7916877053994
"WAS",2019,3,"CHI",32,26.1405463902712
"CHI",2019,3,"WAS",45,35.8375251520631
"CHI",2019,3,"WAS",43,29.7489556302236
"CHI",2019,3,"WAS",50,38.8623185830685
"CHI",2019,3,"WAS",59,31.5563684447027
"CHI",2019,3,"WAS",5,31.1017709782189
"BUF",2019,3,"CIN",9,29.3288146425958
"BUF",2019,3,"CIN",41,30.0106227275373
"CIN",2019,3,"BUF",4,29.8767260997646
"CIN",2019,3,"BUF",39,33.1153748250664
"BUF",2019,3,"CIN",39,33.3899265112314
"BUF",2019,3,"CIN",35,31.7257406865909
"BUF",2019,3,"CIN",37,32.5398419488918
"BUF",2019,3,"CIN",23,26.1008726545317
"BUF",2019,3,"CIN",38,25.3779698256872
"BUF",2019,3,"CIN",6,25.280762106909
"BUF",2019,3,"CIN",50,40.0983819022961
"BUF",2019,3,"CIN",35,37.0971699726264
"BUF",2019,3,"CIN",44,31.2665861017573
"CIN",2019,3,"BUF",3,26.221928353678
"CIN",2019,3,"BUF",37,36.6359245484822
"CIN",2019,3,"BUF",4,30.9185177746086
"BUF",2019,3,"CIN",35,33.5781812554326
"BUF",2019,3,"CIN",33,32.7301365786121
"BUF",2019,3,"CIN",40,28.928820043284
"BUF",2019,3,"CIN",35,31.3339292488089
"BUF",2019,3,"CIN",18,38.2662384646065
"BUF",2019,3,"CIN",20,32.5529628043676
"CIN",2019,3,"BUF",43,30.5472971177618
"CIN",2019,3,"BUF",46,27.4109079994016
"BUF",2019,3,"CIN",6,26.5971874846279
"BUF",2019,3,"CIN",39,35.2503952950213
"BUF",2019,3,"CIN",37,36.5006170626203
"BUF",2019,3,"CIN",39,32.1282276387244
"BUF",2019,3,"CIN",4,24.5221156442917
"BUF",2019,3,"CIN",49,31.4202646935472
"BUF",2019,3,"CIN",52,36.0295542776488
"BUF",2019,3,"CIN",42,32.2201955046707
"BUF",2019,3,"CIN",40,29.9867625589145
"BUF",2019,3,"CIN",41,33.1164427625576
"BUF",2019,3,"CIN",45,33.8951291968209
"BUF",2019,3,"CIN",44,30.8202084409554
"BUF",2019,3,"CIN",6,29.69935158311
"BUF",2019,3,"CIN",6,28.8319143915247
"BUF",2019,3,"CIN",27,32.993001962132
"CIN",2019,3,"BUF",41,24.5095284360285
"CIN",2019,3,"BUF",41,27.4799286728096
"BUF",2019,3,"CIN",39,30.2514164805896
"BUF",2019,3,"CIN",44,32.7114290644628
"BUF",2019,3,"CIN",37,29.3934315350684
"BUF",2019,3,"CIN",46,33.5687728635042
"CIN",2019,3,"BUF",5,26.6753359772996
"CIN",2019,3,"BUF",9,20.2380684528466
"CIN",2019,3,"BUF",6,10.8367123666699
"CIN",2019,3,"BUF",5,9.9307701844949
"BUF",2019,3,"CIN",0,14.4570627891175
"BUF",2019,3,"CIN",20,15.4631404928897
"BUF",2019,3,"CIN",24,18.5462822379946
"BUF",2019,3,"CIN",17,14.5346053843514
"BUF",2019,3,"CIN",8,13.8646203040436
"CIN",2019,3,"BUF",0,3.83116585985715
"CIN",2019,3,"BUF",40,30.1619235278258
"CIN",2019,3,"BUF",36,29.8252455507543
"CIN",2019,3,"BUF",5,27.224827924409
"BUF",2019,3,"CIN",33,31.7935774010718
"BUF",2019,3,"CIN",40,34.7023523977175
"BUF",2019,3,"CIN",38,33.4383036327178
"BUF",2019,3,"CIN",46,33.7380355217598
"CIN",2019,3,"BUF",22,29.4636801132658
"CIN",2019,3,"BUF",39,26.9265137523544
"BUF",2019,3,"CIN",7,29.1057491500254
"BUF",2019,3,"CIN",40,30.7307869550955
"CIN",2019,3,"BUF",42,28.6920476610355
"CIN",2019,3,"BUF",36,33.7101325476874
"BUF",2019,3,"CIN",23,36.9951336142927
"BUF",2019,3,"CIN",38,30.9667321027782
"BUF",2019,3,"CIN",43,31.761079012511
"BUF",2019,3,"CIN",8,28.4756367477856
"BUF",2019,3,"CIN",44,27.5234701561873
"CIN",2019,3,"BUF",35,31.3379495802693
"CIN",2019,3,"BUF",40,31.8052850739672
"CIN",2019,3,"BUF",34,25.3758598798887
"CIN",2019,3,"BUF",36,31.8183174375174
"CIN",2019,3,"BUF",32,32.2847646336689
"CIN",2019,3,"BUF",29,30.2922773139218
"CIN",2019,3,"BUF",31,33.3611551255556
"CIN",2019,3,"BUF",41,29.7377000816799
"CIN",2019,3,"BUF",45,31.5456030081739
"CIN",2019,3,"BUF",4,26.318857218495
"BUF",2019,3,"CIN",34,34.5699045165452
"BUF",2019,3,"CIN",25,26.6900770327526
"BUF",2019,3,"CIN",40,27.6176405112845
"BUF",2019,3,"CIN",42,29.5771450229222
"CIN",2019,3,"BUF",34,27.6456268489073
"CIN",2019,3,"BUF",4,26.219677568016
"CIN",2019,3,"BUF",44,37.2917176409035
"CIN",2019,3,"BUF",41,25.1731970781223
"CIN",2019,3,"BUF",38,40.8026448132122
"CIN",2019,3,"BUF",42,30.9222715356195
"CIN",2019,3,"BUF",42,26.2928878790468
"BUF",2019,3,"CIN",23,31.5166065280645
"BUF",2019,3,"CIN",42,46.7693857076964
"BUF",2019,3,"CIN",34,31.5836093877205
"BUF",2019,3,"CIN",49,26.9468652190189
"BUF",2019,3,"CIN",20,8.53631733242473
"BUF",2019,3,"CIN",6,13.6969965409359
"CIN",2019,3,"BUF",5,9.54092086572903
"CIN",2019,3,"BUF",6,10.2840005026201
"CIN",2019,3,"BUF",6,8.65189084188831
"CIN",2019,3,"BUF",22,13.9306148523856
"CIN",2019,3,"BUF",23,13.1970300201131
"CIN",2019,3,"BUF",3,9.76275687817779
"CIN",2019,3,"BUF",7,14.6790558677185
"CIN",2019,3,"BUF",18,9.36590524230506
"GB",2019,3,"DEN",35,36.2601207632063
"GB",2019,3,"DEN",36,30.1081470421097
"GB",2019,3,"DEN",49,36.6446722986123
"GB",2019,3,"DEN",38,32.8917229568123
"DEN",2019,3,"GB",32,30.6542516288947
"DEN",2019,3,"GB",36,27.1423036206775
"GB",2019,3,"DEN",22,32.4905510075444
"GB",2019,3,"DEN",7,35.1370946094766
"GB",2019,3,"DEN",4,30.0850122567692
"GB",2019,3,"DEN",0,27.9813051886669
"GB",2019,3,"DEN",5,27.0432275126945
"GB",2019,3,"DEN",37,41.2896480196703
"GB",2019,3,"DEN",41,27.5305880206203
"GB",2019,3,"DEN",8,27.8309270765118
"DEN",2019,3,"GB",4,28.5881332899186
"DEN",2019,3,"GB",43,34.5893242985241
"DEN",2019,3,"GB",39,31.1958914974719
"DEN",2019,3,"GB",40,32.3624096737059
"DEN",2019,3,"GB",43,31.0621550813209
"DEN",2019,3,"GB",36,36.3102209892311
"DEN",2019,3,"GB",32,28.4348356033814
"DEN",2019,3,"GB",37,32.8797457841797
"DEN",2019,3,"GB",44,31.4131787384385
"DEN",2019,3,"GB",47,28.8662508199654
"DEN",2019,3,"GB",42,31.9013056699985
"DEN",2019,3,"GB",38,29.3989375763941
"DEN",2019,3,"GB",39,30.6894876302085
"GB",2019,3,"DEN",40,30.9342452053786
"GB",2019,3,"DEN",22,27.4760393143676
"GB",2019,3,"DEN",26,32.6878577422122
"GB",2019,3,"DEN",14,37.3098655264997
"GB",2019,3,"DEN",32,33.8923455711709
"GB",2019,3,"DEN",37,28.6126995755739
"DEN",2019,3,"GB",39,36.1275492818607
"DEN",2019,3,"GB",35,34.9370909798179
"DEN",2019,3,"GB",39,32.0093067152565
"DEN",2019,3,"GB",44,33.6259598735527
"DEN",2019,3,"GB",37,30.3455268924735
"DEN",2019,3,"GB",36,32.1424719364321
"DEN",2019,3,"GB",42,32.9999061774296
"DEN",2019,3,"GB",6,34.6764230283538
"DEN",2019,3,"GB",38,35.1543459573763
"DEN",2019,3,"GB",33,31.5781306423376
"DEN",2019,3,"GB",44,26.8019757709285
"DEN",2019,3,"GB",4,26.9554287708657
"DEN",2019,3,"GB",34,30.2961483744983
"GB",2019,3,"DEN",37,30.3746640793511
"GB",2019,3,"DEN",29,31.6076484082888
"GB",2019,3,"DEN",17,9.94419143730133
"DEN",2019,3,"GB",32,14.8055506710521
"DEN",2019,3,"GB",6,7.84976050028957
"GB",2019,3,"DEN",39,14.087714615436
"DEN",2019,3,"GB",33,30.4693259899594
"DEN",2019,3,"GB",37,31.2384435916547
"GB",2019,3,"DEN",39,36.612619412647
"GB",2019,3,"DEN",47,40.5134502745668
"GB",2019,3,"DEN",3,29.8538562937435
"DEN",2019,3,"GB",44,30.4273839543335
"DEN",2019,3,"GB",37,25.3764334943842
"DEN",2019,3,"GB",46,40.9585793048784
"DEN",2019,3,"GB",6,26.3323121953588
"DEN",2019,3,"GB",36,28.8543290296414
"DEN",2019,3,"GB",34,27.8589123732315
"DEN",2019,3,"GB",33,26.2666228962304
"DEN",2019,3,"GB",45,27.3808752268398
"DEN",2019,3,"GB",43,28.3089066312427
"DEN",2019,3,"GB",37,26.9661021587402
"DEN",2019,3,"GB",3,24.9499000128939
"GB",2019,3,"DEN",29,23.3473940177849
"GB",2019,3,"DEN",4,24.3997805477321
"GB",2019,3,"DEN",5,23.4925043238693
"DEN",2019,3,"GB",35,27.7000632937241
"DEN",2019,3,"GB",42,27.6090503350439
"DEN",2019,3,"GB",46,47.8708383827601
"DEN",2019,3,"GB",31,28.8646270030332
"GB",2019,3,"DEN",43,32.6395150150855
"GB",2019,3,"DEN",32,29.9818518826467
"GB",2019,3,"DEN",3,28.4196485470999
"GB",2019,3,"DEN",3,27.519349039076
"GB",2019,3,"DEN",6,26.4359221685996
"DEN",2019,3,"GB",44,27.0450083634408
"GB",2019,3,"DEN",42,31.6854724615959
"GB",2019,3,"DEN",43,33.438558779377
"GB",2019,3,"DEN",44,29.2005370152845
"GB",2019,3,"DEN",40,31.2529900108864
"GB",2019,3,"DEN",45,31.6258970927748
"GB",2019,3,"DEN",46,35.9500633096643
"GB",2019,3,"DEN",47,27.6600350873022
"GB",2019,3,"DEN",25,25.1557583754735
"GB",2019,3,"DEN",43,29.5948767518203
"GB",2019,3,"DEN",39,26.1656902924623
"DEN",2019,3,"GB",28,28.2610182073076
"DEN",2019,3,"GB",30,29.0444088975553
"DEN",2019,3,"GB",27,28.5335296172896
"DEN",2019,3,"GB",5,24.8107173035904
"DEN",2019,3,"GB",46,20.525659136291
"DEN",2019,3,"GB",29,30.6364714213874
"DEN",2019,3,"GB",31,18.7557281502931
"DEN",2019,3,"GB",6,20.9409678322378
"DEN",2019,3,"GB",4,19.9337729372221
"DEN",2019,3,"GB",23,16.1374207760729
"DEN",2019,3,"GB",21,6.04963677710691
"PHI",2019,3,"DET",3,29.3288146425958
"PHI",2019,3,"DET",24,34.4033121059602
"PHI",2019,3,"DET",22,28.3819652063986
"PHI",2019,3,"DET",22,46.1252031029606
"PHI",2019,3,"DET",6,29.7492843302683
"PHI",2019,3,"DET",43,27.8835418089125
"PHI",2019,3,"DET",5,28.7651270974624
"PHI",2019,3,"DET",35,30.6579086098695
"PHI",2019,3,"DET",40,31.8169021951253
"PHI",2019,3,"DET",37,37.5571319050626
"PHI",2019,3,"DET",32,32.483976566046
"PHI",2019,3,"DET",26,33.860291331499
"PHI",2019,3,"DET",32,32.0081378912125
"PHI",2019,3,"DET",36,31.767574871449
"PHI",2019,3,"DET",35,32.2730028626312
"PHI",2019,3,"DET",45,29.5777768840449
"PHI",2019,3,"DET",52,36.964125892439
"DET",2019,3,"PHI",40,34.9247187364509
"DET",2019,3,"PHI",35,32.6648910996123
"DET",2019,3,"PHI",33,28.8442023191636
"DET",2019,3,"PHI",36,36.9388538313957
"DET",2019,3,"PHI",38,29.2266584965728
"DET",2019,3,"PHI",11,28.2365813520996
"DET",2019,3,"PHI",49,32.5712862638407
"DET",2019,3,"PHI",33,33.5223510512744
"DET",2019,3,"PHI",37,33.056986131901
"DET",2019,3,"PHI",28,34.7566344608369
"DET",2019,3,"PHI",43,29.1595301158055
"DET",2019,3,"PHI",5,29.154895473253
"PHI",2019,3,"DET",39,30.2916501116096
"PHI",2019,3,"DET",6,28.0386913084005
"PHI",2019,3,"DET",33,31.5595261998066
"PHI",2019,3,"DET",42,31.1770990501988
"PHI",2019,3,"DET",29,25.1868107818824
"PHI",2019,3,"DET",41,32.7892732777077
"DET",2019,3,"PHI",35,36.8205592312089
"DET",2019,3,"PHI",3,29.5899573994848
"DET",2019,3,"PHI",0,27.5009713801893
"DET",2019,3,"PHI",43,26.5328837254013
"PHI",2019,3,"DET",29,29.0417576681571
"PHI",2019,3,"DET",33,31.5830550870448
"PHI",2019,3,"DET",26,31.5998235241581
"PHI",2019,3,"DET",52,28.5936632611229
"PHI",2019,3,"DET",25,29.8391604425855
"PHI",2019,3,"DET",18,26.3740889661364
"PHI",2019,3,"DET",27,32.5054497423207
"DET",2019,3,"PHI",37,46.0512518696272
"DET",2019,3,"PHI",34,27.9178813546306
"DET",2019,3,"PHI",3,27.0142446913494
"PHI",2019,3,"DET",39,35.8015486945862
"PHI",2019,3,"DET",34,31.1246580570955
"PHI",2019,3,"DET",12,15.1670223295702
"DET",2019,3,"PHI",42,17.3083620605133
"DET",2019,3,"PHI",5,12.9218573676743
"PHI",2019,3,"DET",4,10.3297147460995
"DET",2019,3,"PHI",41,32.084343118702
"DET",2019,3,"PHI",37,35.0813606123587
"DET",2019,3,"PHI",38,29.5127254675096
"DET",2019,3,"PHI",21,26.516110669198
"DET",2019,3,"PHI",5,27.5555876741433
"DET",2019,3,"PHI",6,26.6470288751472
"PHI",2019,3,"DET",46,33.3513846069394
"PHI",2019,3,"DET",29,30.3443236737185
"PHI",2019,3,"DET",39,27.3035918904441
"PHI",2019,3,"DET",39,28.584575694705
"PHI",2019,3,"DET",5,26.3405476032302
"DET",2019,3,"PHI",40,28.3963675288996
"DET",2019,3,"PHI",45,33.887038477631
"DET",2019,3,"PHI",40,28.4115165378212
"DET",2019,3,"PHI",5,27.9365933528023
"PHI",2019,3,"DET",36,27.5358404177467
"PHI",2019,3,"DET",4,25.7215140163619
"PHI",2019,3,"DET",41,33.7541635417987
"PHI",2019,3,"DET",30,31.1991077153798
"PHI",2019,3,"DET",45,26.7341190472769
"DET",2019,3,"PHI",9,30.7278114519246
"DET",2019,3,"PHI",41,31.0345270552513
"DET",2019,3,"PHI",28,39.1941360609127
"DET",2019,3,"PHI",34,31.0343521667408
"DET",2019,3,"PHI",39,31.7971561537984
"DET",2019,3,"PHI",45,28.4153706719906
"DET",2019,3,"PHI",17,26.3050675216707
"DET",2019,3,"PHI",35,37.1183119731071
"PHI",2019,3,"DET",44,22.5253604615899
"PHI",2019,3,"DET",44,16.9999451704333
"DET",2019,3,"PHI",35,31.6367052734923
"DET",2019,3,"PHI",43,26.9059705543778
"PHI",2019,3,"DET",30,26.4991148365087
"PHI",2019,3,"DET",37,38.2133854729535
"PHI",2019,3,"DET",25,29.1192525644778
"PHI",2019,3,"DET",46,30.1041903003563
"PHI",2019,3,"DET",6,25.0192331274464
"PHI",2019,3,"DET",39,26.5947613402978
"PHI",2019,3,"DET",6,24.009264612671
"PHI",2019,3,"DET",39,25.8459670446141
"PHI",2019,3,"DET",6,23.1039035525829
"PHI",2019,3,"DET",30,26.6895411876743
"PHI",2019,3,"DET",4,24.3918850200402
"DET",2019,3,"PHI",41,28.745815703207
"DET",2019,3,"PHI",40,34.868665132182
"DET",2019,3,"PHI",39,27.1148233480014
"DET",2019,3,"PHI",4,26.5281978347579
"DET",2019,3,"PHI",6,33.717474242988
"DET",2019,3,"PHI",37,29.9384136480105
"DET",2019,3,"PHI",41,28.051102315433
"PHI",2019,3,"DET",40,26.8861461653882
"PHI",2019,3,"DET",5,25.0197522251631
"PHI",2019,3,"DET",6,23.7859920198005
"DET",2019,3,"PHI",6,28.4570076107179
"DET",2019,3,"PHI",12,11.7465053298483
"PHI",2019,3,"DET",4,9.4749071940442
"PHI",2019,3,"DET",7,8.37008956250947
"PHI",2019,3,"DET",34,11.3080437792992
"PHI",2019,3,"DET",6,4.6776006932689
"LAC",2019,3,"HOU",36,36.2591938346958
"LAC",2019,3,"HOU",44,29.9917273161233
"HOU",2019,3,"LAC",18,30.7593375854746
"HOU",2019,3,"LAC",34,30.9425743623766
"HOU",2019,3,"LAC",34,32.3127945507525
"LAC",2019,3,"HOU",38,33.0551454449995
"LAC",2019,3,"HOU",44,33.8662131235634
"HOU",2019,3,"LAC",27,33.7630686501695
"HOU",2019,3,"LAC",31,26.9402440629926
"HOU",2019,3,"LAC",5,26.0414429274992
"HOU",2019,3,"LAC",26,34.2075142271084
"HOU",2019,3,"LAC",40,28.6872875170424
"HOU",2019,3,"LAC",39,29.4097328166017
"HOU",2019,3,"LAC",34,32.4226612967862
"HOU",2019,3,"LAC",39,32.0399094947009
"HOU",2019,3,"LAC",34,32.7366552549224
"LAC",2019,3,"HOU",7,29.6182107067483
"LAC",2019,3,"HOU",35,36.363047347491
"LAC",2019,3,"HOU",31,30.2654968702967
"LAC",2019,3,"HOU",20,33.7188363990294
"LAC",2019,3,"HOU",41,25.3084642202307
"LAC",2019,3,"HOU",38,33.2921584990436
"LAC",2019,3,"HOU",44,32.8193878247878
"LAC",2019,3,"HOU",40,30.6436904670697
"LAC",2019,3,"HOU",46,34.1719036853124
"LAC",2019,3,"HOU",42,32.0661744217676
"LAC",2019,3,"HOU",37,37.3002917095616
"LAC",2019,3,"HOU",6,23.1072661951228
"LAC",2019,3,"HOU",44,16.506345758799
"LAC",2019,3,"HOU",43,27.9617062493379
"HOU",2019,3,"LAC",38,29.1897564517791
"HOU",2019,3,"LAC",30,33.3907805109569
"HOU",2019,3,"LAC",29,43.3188292096509
"HOU",2019,3,"LAC",37,26.1094614306968
"LAC",2019,3,"HOU",39,32.3745879087788
"LAC",2019,3,"HOU",45,33.7401285998486
"LAC",2019,3,"HOU",45,22.7039406107086
"LAC",2019,3,"HOU",6,24.7795215306465
"HOU",2019,3,"LAC",35,28.7062839529941
"HOU",2019,3,"LAC",33,31.702714353207
"HOU",2019,3,"LAC",40,30.5099517060136
"HOU",2019,3,"LAC",40,33.5382367743996
"HOU",2019,3,"LAC",37,18.0941605403679
"HOU",2019,3,"LAC",7,14.0596799549801
"LAC",2019,3,"HOU",7,20.0508758280168
"LAC",2019,3,"HOU",7,11.5190073216734
"LAC",2019,3,"HOU",7,16.3424023598844
"LAC",2019,3,"HOU",5,6.62577365178954
"LAC",2019,3,"HOU",0,11.7562649501548
"LAC",2019,3,"HOU",6,10.7912535863291
"LAC",2019,3,"HOU",6,17.3231754892014
"LAC",2019,3,"HOU",19,15.2906427644314
"LAC",2019,3,"HOU",5,11.7496542395966
"LAC",2019,3,"HOU",9,10.7238208357907
"HOU",2019,3,"LAC",11,7.14694423126277
"HOU",2019,3,"LAC",40,29.2963838791209
"HOU",2019,3,"LAC",23,25.8939253366147
"HOU",2019,3,"LAC",45,29.2066704642174
"LAC",2019,3,"HOU",39,23.8973661126141
"LAC",2019,3,"HOU",45,23.890105619739
"HOU",2019,3,"LAC",5,26.6518365927432
"HOU",2019,3,"LAC",28,29.9629327633876
"HOU",2019,3,"LAC",41,27.378233298559
"HOU",2019,3,"LAC",42,21.7691682336231
"HOU",2019,3,"LAC",31,32.056064114186
"HOU",2019,3,"LAC",25,27.4392221289572
"HOU",2019,3,"LAC",40,38.6754221649863
"LAC",2019,3,"HOU",31,31.8038256460758
"LAC",2019,3,"HOU",42,30.5812694044374
"LAC",2019,3,"HOU",44,23.1684283203667
"LAC",2019,3,"HOU",47,40.6073374081901
"LAC",2019,3,"HOU",42,33.1904322221936
"LAC",2019,3,"HOU",6,29.6636325841676
"HOU",2019,3,"LAC",34,28.6099341656645
"HOU",2019,3,"LAC",10,26.1322313520074
"HOU",2019,3,"LAC",7,27.1158882598417
"HOU",2019,3,"LAC",45,32.0557863670969
"HOU",2019,3,"LAC",37,41.4038451448462
"HOU",2019,3,"LAC",5,27.5992536658904
"LAC",2019,3,"HOU",29,30.3543714354537
"LAC",2019,3,"HOU",18,23.4148569275343
"LAC",2019,3,"HOU",42,30.8043463180542
"LAC",2019,3,"HOU",28,26.9187821177322
"LAC",2019,3,"HOU",7,25.4829201759351
"HOU",2019,3,"LAC",43,34.1298973894135
"HOU",2019,3,"LAC",45,31.5372280031646
"HOU",2019,3,"LAC",44,28.1369128766916
"HOU",2019,3,"LAC",38,34.9832743102146
"HOU",2019,3,"LAC",28,28.4941726679458
"HOU",2019,3,"LAC",7,28.1901954949551
"LAC",2019,3,"HOU",27,31.4238008902818
"LAC",2019,3,"HOU",34,38.6153712998982
"LAC",2019,3,"HOU",35,32.6607027768648
"LAC",2019,3,"HOU",5,27.7921173168816
"HOU",2019,3,"LAC",33,32.4644383284969
"HOU",2019,3,"LAC",41,26.9132085710451
"HOU",2019,3,"LAC",49,29.4514922127228
"LAC",2019,3,"HOU",40,26.9577792150859
"LAC",2019,3,"HOU",40,35.1855062195325
"LAC",2019,3,"HOU",41,21.7705428685223
"LAC",2019,3,"HOU",6,22.1733607306927
"LAC",2019,3,"HOU",5,21.0391039332455
"LAC",2019,3,"HOU",7,14.0683059801432
"LAC",2019,3,"HOU",7,8.52757772610898
"LAC",2019,3,"HOU",5,7.54579043320056
"LAC",2019,3,"HOU",43,13.1573908058983
"LAC",2019,3,"HOU",19,9.20946992373391
"LAC",2019,3,"HOU",10,9.29508095580399
"LAC",2019,3,"HOU",6,8.45404575847276
"LAC",2019,3,"HOU",6,1.91231079181986
"LAC",2019,3,"HOU",7,0.802679769299854
"CLE",2019,3,"LA",29,32.7309201395876
"CLE",2019,3,"LA",39,31.074990137528
"CLE",2019,3,"LA",34,28.0442597034697
"CLE",2019,3,"LA",37,27.0476304969995
"CLE",2019,3,"LA",28,24.9365932542025
"LA",2019,3,"CLE",40,30.4500258384456
"LA",2019,3,"CLE",43,33.3046406696304
"CLE",2019,3,"LA",3,29.167415461176
"CLE",2019,3,"LA",35,35.924514039756
"LA",2019,3,"CLE",18,36.3584659666691
"LA",2019,3,"CLE",26,32.1186600710339
"LA",2019,3,"CLE",4,29.8569845761796
"LA",2019,3,"CLE",35,35.1830402629322
"LA",2019,3,"CLE",6,29.6825939842783
"LA",2019,3,"CLE",44,32.8962631058712
"LA",2019,3,"CLE",43,31.3171467078644
"LA",2019,3,"CLE",28,30.6476718589659
"LA",2019,3,"CLE",48,32.5935886049768
"CLE",2019,3,"LA",41,32.5295915882996
"CLE",2019,3,"LA",26,32.5597979926436
"CLE",2019,3,"LA",17,29.4414938267347
"CLE",2019,3,"LA",34,32.7754163276864
"CLE",2019,3,"LA",38,30.2097135037881
"CLE",2019,3,"LA",38,34.4835535317297
"CLE",2019,3,"LA",42,28.4181703930983
"CLE",2019,3,"LA",31,26.361996528797
"CLE",2019,3,"LA",44,37.5261443385027
"CLE",2019,3,"LA",37,27.2054855771813
"CLE",2019,3,"LA",38,27.7174698068896
"CLE",2019,3,"LA",38,27.6105923254246
"LA",2019,3,"CLE",37,28.7684101708437
"LA",2019,3,"CLE",30,35.5446393935764
"LA",2019,3,"CLE",40,37.4871430583487
"LA",2019,3,"CLE",7,28.9388450298422
"LA",2019,3,"CLE",4,27.8543511938831
"CLE",2019,3,"LA",42,32.3141483808827
"CLE",2019,3,"LA",45,30.0071410928492
"LA",2019,3,"CLE",38,29.5243362460816
"LA",2019,3,"CLE",27,32.5488529481375
"LA",2019,3,"CLE",24,35.7935500139476
"LA",2019,3,"CLE",42,35.8506774813916
"LA",2019,3,"CLE",40,23.6067574752854
"CLE",2019,3,"LA",40,38.0927900266678
"CLE",2019,3,"LA",5,28.2449346698502
"CLE",2019,3,"LA",41,28.0840311560205
"CLE",2019,3,"LA",27,25.3899158674627
"LA",2019,3,"CLE",5,17.4203172766754
"LA",2019,3,"CLE",17,13.5081802844719
"LA",2019,3,"CLE",21,17.0978762333123
"LA",2019,3,"CLE",5,12.468422205952
"LA",2019,3,"CLE",27,15.7181999430164
"LA",2019,3,"CLE",19,7.67179550170192
"CLE",2019,3,"LA",6,8.53938652882726
"CLE",2019,3,"LA",4,7.60498383854068
"LA",2019,3,"CLE",35,33.5723184769104
"LA",2019,3,"CLE",23,30.1156408081129
"LA",2019,3,"CLE",27,35.1911985168019
"LA",2019,3,"CLE",45,32.2660348048654
"LA",2019,3,"CLE",36,34.0493532528686
"LA",2019,3,"CLE",5,28.0887504597158
"LA",2019,3,"CLE",40,31.0800334545545
"LA",2019,3,"CLE",41,22.8937407790356
